track_id,frame,x,y
120,3437,203,216
21,3438,572,212
25,3439,527,214
49,3440,302,223
50,3441,240,162
60,3442,215,180
69,3443,446,213
84,3444,189,203
86,3445,144,222
91,3446,227,208
110,3447,278,214
115,3448,319,213
116,3449,513,221
120,3450,199,217
21,3451,573,212
25,3452,527,215
49,3453,301,226
50,3454,238,160
60,3455,210,177
69,3456,449,212
84,3457,189,203
86,3458,145,221
91,3459,225,208
110,3460,278,214
115,3461,321,212
116,3462,513,221
120,3463,194,216
21,3464,573,212
25,3465,527,215
49,3466,299,218
50,3467,237,158
60,3468,203,175
69,3469,454,211
84,3470,189,203
86,3471,143,221
91,3472,223,207
110,3473,278,215
115,3474,323,212
116,3475,514,221
120,3476,195,217
127,3477,264,214
21,3478,573,212
25,3479,527,215
49,3480,290,208
50,3481,235,156
60,3482,197,172
69,3483,457,211
84,3484,189,202
86,3485,144,221
91,3486,221,207
110,3487,266,208
115,3488,326,212
116,3489,513,221
120,3490,194,217
127,3491,267,214
21,3492,573,212
25,3493,527,215
49,3494,290,212
50,3495,233,154
60,3496,192,169
69,3497,460,210
84,3498,189,202
86,3499,142,222
91,3500,218,207
110,3501,272,212
115,3502,329,212
116,3503,513,221
120,3504,185,218
127,3505,267,213
21,3506,574,212
25,3507,527,215
49,3508,279,213
50,3509,232,152
60,3510,186,167
69,3511,464,210
84,3512,189,202
86,3513,142,222
91,3514,216,207
110,3515,260,210
115,3516,332,212
116,3517,514,221
120,3518,181,218
127,3519,264,213
21,3520,574,211
25,3521,527,215
49,3522,278,211
50,3523,230,150
60,3524,180,164
69,3525,467,211
84,3526,189,202
86,3527,141,222
91,3528,213,209
110,3529,254,213
115,3530,335,211
116,3531,513,221
120,3532,179,219
127,3533,269,205
21,3534,574,211
25,3535,527,215
49,3536,272,212
50,3537,228,148
60,3538,174,161
69,3539,469,210
84,3540,189,201
86,3541,141,222
91,3542,206,209
110,3543,248,211
115,3544,339,211
116,3545,512,221
120,3546,176,219
127,3547,268,199
21,3548,574,211
25,3549,527,215
49,3550,266,211
50,3551,227,146
60,3552,168,159
69,3553,474,211
84,3554,189,200
86,3555,141,222
91,3556,199,208
110,3557,244,212
115,3558,341,212
116,3559,513,221
120,3560,172,217
127,3561,268,196
21,3562,575,211
25,3563,527,215
49,3564,264,211
50,3565,225,144
60,3566,162,156
69,3567,478,211
84,3568,189,200
86,3569,140,222
91,3570,195,208
110,3571,236,213
115,3572,342,212
116,3573,513,221
120,3574,166,217
127,3575,258,195
21,3576,576,211
25,3577,527,215
49,3578,256,212
50,3579,224,142
60,3580,156,153
69,3581,480,211
84,3582,188,200
86,3583,140,222
91,3584,191,207
110,3585,229,213
115,3586,344,213
116,3587,513,220
120,3588,160,217
127,3589,256,193
21,3590,577,211
25,3591,527,216
49,3592,252,213
50,3593,222,140
60,3594,150,151
69,3595,482,211
84,3596,188,200
86,3597,140,222
91,3598,187,209
110,3599,230,213
115,3600,347,212
116,3601,513,220
120,3602,155,217
127,3603,255,190
21,3604,577,211
25,3605,527,216
49,3606,249,214
50,3607,220,138
60,3608,144,149
69,3609,484,211
84,3610,188,199
86,3611,140,223
91,3612,185,208
110,3613,226,214
115,3614,349,213
116,3615,513,220
120,3616,152,217
127,3617,253,188
21,3618,577,211
25,3619,527,215
49,3620,246,214
50,3621,219,136
60,3622,139,146
69,3623,487,211
84,3624,188,199
86,3625,140,223
91,3626,182,208
110,3627,223,215
115,3628,351,212
116,3629,513,220
120,3630,149,217
127,3631,251,186
21,3632,577,210
25,3633,527,215
49,3634,245,215
50,3635,217,134
60,3636,133,143
69,3637,490,211
84,3638,188,199
86,3639,140,223
91,3640,179,208
110,3641,217,212
115,3642,353,212
116,3643,513,220
120,3644,142,217
127,3645,249,183
133,3646,209,214
21,3647,578,210
25,3648,528,215
49,3649,241,215
50,3650,216,132
60,3651,127,141
69,3652,492,210
84,3653,187,198
86,3654,139,223
91,3655,177,208
110,3656,220,214
115,3657,356,212
116,3658,513,220
120,3659,134,218
127,3660,248,181
133,3661,207,215
21,3662,579,210
25,3663,528,215
49,3664,238,216
50,3665,214,130
60,3666,121,138
69,3667,495,210
84,3668,187,198
86,3669,139,223
91,3670,175,207
110,3671,219,215
115,3672,358,211
116,3673,513,220
120,3674,130,218
127,3675,246,179
133,3676,205,216
21,3677,578,210
25,3678,528,215
49,3679,235,215
50,3680,212,127
60,3681,115,135
69,3682,499,210
84,3683,187,198
86,3684,138,223
91,3685,173,207
110,3686,210,214
115,3687,360,211
116,3688,513,220
120,3689,128,219
127,3690,230,196
133,3691,202,216
21,3692,579,210
25,3693,528,215
49,3694,229,214
50,3695,211,125
60,3696,109,133
69,3697,502,209
84,3698,187,197
86,3699,138,223
91,3700,170,208
110,3701,204,214
115,3702,363,211
116,3703,513,220
120,3704,126,220
127,3705,225,200
133,3706,199,217
21,3707,579,210
25,3708,528,215
49,3709,223,212
50,3710,209,123
60,3711,103,130
69,3712,505,210
84,3713,187,197
86,3714,138,223
91,3715,166,209
110,3716,197,214
115,3717,366,211
116,3718,513,220
120,3719,124,219
127,3720,222,199
133,3721,196,217
21,3722,579,210
25,3723,527,214
49,3724,216,212
50,3725,207,121
60,3726,97,127
69,3727,508,210
84,3728,187,197
86,3729,138,223
91,3730,160,210
110,3731,189,212
115,3732,368,211
116,3733,513,220
120,3734,123,220
127,3735,218,199
133,3736,194,217
21,3737,579,210
25,3738,527,214
49,3739,211,212
50,3740,206,119
60,3741,92,125
69,3742,512,210
84,3743,187,196
86,3744,138,223
91,3745,156,210
110,3746,184,212
115,3747,370,211
116,3748,513,220
120,3749,121,219
127,3750,215,199
133,3751,191,218
21,3752,580,210
25,3753,527,214
49,3754,207,213
50,3755,205,117
60,3756,86,122
69,3757,518,210
84,3758,187,196
86,3759,138,224
91,3760,150,208
110,3761,176,212
115,3762,373,211
116,3763,513,220
120,3764,117,219
127,3765,212,199
133,3766,188,218
21,3767,579,210
25,3768,527,213
49,3769,204,213
60,3770,80,119
69,3771,521,210
84,3772,187,196
86,3773,137,224
91,3774,146,207
110,3775,170,214
115,3776,376,211
116,3777,514,220
120,3778,113,218
127,3779,209,199
133,3780,185,219
21,3781,579,210
25,3782,527,213
49,3783,201,215
60,3784,74,117
69,3785,524,210
84,3786,187,195
86,3787,137,224
91,3788,143,208
110,3789,164,214
115,3790,379,211
116,3791,514,220
120,3792,107,218
127,3793,206,199
133,3794,182,219
21,3795,580,210
25,3796,527,214
49,3797,198,215
60,3798,68,115
69,3799,525,210
84,3800,187,195
86,3801,137,224
91,3802,140,200
110,3803,153,231
115,3804,383,211
116,3805,514,220
120,3806,101,217
127,3807,202,199
133,3808,180,219
21,3809,580,210
25,3810,528,213
49,3811,197,215
60,3812,140,186
69,3813,526,210
84,3814,186,195
86,3815,136,224
91,3816,137,199
110,3817,147,233
115,3818,385,211
116,3819,514,220
120,3820,97,216
127,3821,199,199
133,3822,177,220
21,3823,580,210
25,3824,528,213
49,3825,194,216
60,3826,139,204
69,3827,528,211
86,3828,136,224
91,3829,133,198
110,3830,141,235
115,3831,386,211
116,3832,514,220
120,3833,94,217
127,3834,149,216
133,3835,174,220
21,3836,580,210
25,3837,528,213
49,3838,191,216
60,3839,143,200
69,3840,530,210
86,3841,136,224
91,3842,133,184
110,3843,135,236
115,3844,387,211
116,3845,514,220
120,3846,91,218
127,3847,143,217
133,3848,171,221
21,3849,579,209
25,3850,528,213
49,3851,187,217
60,3852,140,201
69,3853,533,210
86,3854,136,224
91,3855,130,181
110,3856,129,238
115,3857,387,211
116,3858,514,220
120,3859,88,219
127,3860,141,214
133,3861,168,221
21,3862,579,210
25,3863,528,213
49,3864,182,215
60,3865,137,201
69,3866,535,210
86,3867,136,224
91,3868,126,179
110,3869,123,240
115,3870,390,211
116,3871,514,220
120,3872,85,219
127,3873,135,215
133,3874,165,221
21,3875,579,210
25,3876,527,213
49,3877,176,215
60,3878,134,201
69,3879,539,209
86,3880,135,224
91,3881,123,176
110,3882,118,242
115,3883,392,210
116,3884,514,220
120,3885,82,220
127,3886,133,215
133,3887,163,222
21,3888,579,211
25,3889,527,213
49,3890,171,214
60,3891,131,202
69,3892,540,209
86,3893,135,224
91,3894,120,174
110,3895,111,244
115,3896,395,210
116,3897,514,220
120,3898,80,220
127,3899,127,213
133,3900,160,222
21,3901,578,211
25,3902,527,213
49,3903,165,214
60,3904,128,202
69,3905,543,209
86,3906,135,224
91,3907,117,171
110,3908,105,246
115,3909,398,210
116,3910,514,220
120,3911,77,220
127,3912,122,213
133,3913,157,223
21,3914,578,211
25,3915,530,220
49,3916,159,214
60,3917,125,203
69,3918,545,208
86,3919,135,224
91,3920,114,169
110,3921,99,248
115,3922,401,210
116,3923,515,220
120,3924,74,221
127,3925,118,212
133,3926,154,223
136,3927,191,208
21,3928,578,210
25,3929,530,222
49,3930,154,214
60,3931,122,203
69,3932,549,208
86,3933,134,224
91,3934,110,166
110,3935,94,250
115,3936,404,211
116,3937,515,220
120,3938,70,220
127,3939,117,215
133,3940,151,224
136,3941,191,208
21,3942,578,209
25,3943,531,222
49,3944,151,214
60,3945,119,203
69,3946,553,209
86,3947,134,224
91,3948,107,164
110,3949,87,252
115,3950,407,210
116,3951,515,220
120,3952,65,220
127,3953,112,214
133,3954,149,224
136,3955,191,207
21,3956,578,208
25,3957,532,224
49,3958,147,215
60,3959,116,204
69,3960,556,209
91,3961,104,161
110,3962,81,254
115,3963,407,210
116,3964,515,220
120,3965,59,219
127,3966,106,214
133,3967,146,224
136,3968,191,207
21,3969,576,208
25,3970,528,222
49,3971,146,215
60,3972,113,204
69,3973,558,209
91,3974,101,158
110,3975,75,256
115,3976,409,210
116,3977,536,225
120,3978,54,218
127,3979,102,214
133,3980,143,225
136,3981,191,207
21,3982,577,209
25,3983,527,216
49,3984,144,217
60,3985,110,205
69,3986,560,209
91,3987,98,156
110,3988,69,258
115,3989,414,210
116,3990,537,225
120,3991,50,217
127,3992,96,216
133,3993,140,225
136,3994,191,209
21,3995,577,209
25,3996,527,213
49,3997,142,217
60,3998,107,205
69,3999,561,209
91,4000,94,154
110,4001,64,260
115,4002,416,211
116,4003,537,225
120,4004,45,218
127,4005,93,215
133,4006,137,226
136,4007,191,208
21,4008,580,210
25,4009,527,214
49,4010,139,216
60,4011,104,206
69,4012,563,209
91,4013,91,151
110,4014,57,262
115,4015,418,211
116,4016,538,225
120,4017,40,219
127,4018,91,216
133,4019,134,226
136,4020,191,208
21,4021,580,211
25,4022,528,215
49,4023,135,217
60,4024,101,206
69,4025,565,209
91,4026,88,148
110,4027,51,264
115,4028,419,211
116,4029,539,226
120,4030,33,219
127,4031,87,216
133,4032,132,226
136,4033,191,209
21,4034,580,211
25,4035,527,215
49,4036,130,217
60,4037,98,207
69,4038,566,209
91,4039,85,146
110,4040,45,266
115,4041,419,211
116,4042,540,226
120,4043,30,220
127,4044,86,216
133,4045,129,227
136,4046,191,208
21,4047,580,211
25,4048,527,215
49,4049,126,215
60,4050,95,207
69,4051,570,209
91,4052,81,143
110,4053,40,268
115,4054,420,212
116,4055,554,219
120,4056,31,220
127,4057,84,215
133,4058,126,227
136,4059,191,208
21,4060,580,211
25,4061,526,216
49,4062,117,215
60,4063,92,207
69,4064,571,208
91,4065,78,141
110,4066,34,270
115,4067,422,211
116,4068,556,219
120,4069,30,220
127,4070,81,215
133,4071,123,228
136,4072,190,208
21,4073,580,211
25,4074,526,216
49,4075,112,214
60,4076,89,208
69,4077,575,207
91,4078,75,138
110,4079,27,272
115,4080,424,210
116,4081,558,219
120,4082,29,220
127,4083,76,214
136,4084,190,209
21,4085,580,211
25,4086,526,216
49,4087,107,213
60,4088,86,208
69,4089,577,207
91,4090,72,136
110,4091,21,274
115,4092,425,210
116,4093,561,214
120,4094,28,220
127,4095,70,214
136,4096,190,209
21,4097,581,211
25,4098,526,216
49,4099,105,213
60,4100,83,209
69,4101,581,207
91,4102,69,133
110,4103,16,276
115,4104,428,210
116,4105,563,215
120,4106,26,220
127,4107,66,212
136,4108,190,209
21,4109,581,211
25,4110,526,216
49,4111,102,214
60,4112,80,209
69,4113,584,208
91,4114,65,131
110,4115,10,278
115,4116,430,210
116,4117,565,215
120,4118,21,220
127,4119,63,212
136,4120,190,207
21,4121,581,211
25,4122,526,216
49,4123,100,214
60,4124,77,210
69,4125,588,208
91,4126,62,128
110,4127,4,279
115,4128,433,209
116,4129,568,216
120,4130,15,220
127,4131,58,213
136,4132,190,208
21,4133,581,211
25,4134,526,216
49,4135,98,214
60,4136,74,210
69,4137,595,208
91,4138,59,126
110,4139,64,217
115,4140,437,209
116,4141,568,219
120,4142,16,220
127,4143,50,215
136,4144,190,208
21,4145,581,211
25,4146,527,216
49,4147,97,215
60,4148,71,183
69,4149,596,208
91,4150,56,123
110,4151,61,216
115,4152,439,209
116,4153,570,219
120,4154,26,219
127,4155,44,215
136,4156,190,207
140,4157,144,222
21,4158,581,212
25,4159,527,216
49,4160,94,215
60,4161,68,183
69,4162,597,208
91,4163,53,121
110,4164,58,216
115,4165,441,210
116,4166,571,219
120,4167,24,219
127,4168,39,216
136,4169,190,207
140,4170,144,222
21,4171,582,212
25,4172,527,216
49,4173,91,216
60,4174,65,183
69,4175,599,208
91,4176,64,196
110,4177,54,215
115,4178,443,210
116,4179,573,219
120,4180,26,217
127,4181,38,217
136,4182,190,207
140,4183,143,222
21,4184,582,212
25,4185,527,216
49,4186,87,216
60,4187,62,182
69,4188,602,208
91,4189,60,198
110,4190,50,214
115,4191,446,210
116,4192,575,219
120,4193,22,245
127,4194,44,220
136,4195,190,207
140,4196,143,222
21,4197,581,216
25,4198,527,216
49,4199,81,218
60,4200,59,181
69,4201,606,208
91,4202,56,192
110,4203,47,214
115,4204,449,210
116,4205,583,220
120,4206,20,248
127,4207,41,221
136,4208,190,208
140,4209,143,222
142,4210,25,200
21,4211,581,216
25,4212,527,215
49,4213,76,216
60,4214,56,180
69,4215,609,208
91,4216,54,192
110,4217,44,213
115,4218,450,210
116,4219,584,219
120,4220,18,250
127,4221,38,221
136,4222,190,208
140,4223,143,222
142,4224,37,199
21,4225,577,212
25,4226,527,216
49,4227,68,202
60,4228,52,179
69,4229,612,208
91,4230,51,192
110,4231,41,213
115,4232,451,210
116,4233,582,216
120,4234,17,253
127,4235,35,222
136,4236,190,207
140,4237,143,222
142,4238,54,198
21,4239,576,211
25,4240,527,216
49,4241,64,201
60,4242,49,179
69,4243,615,207
91,4244,48,193
110,4245,37,212
115,4246,452,210
116,4247,585,219
120,4248,15,255
127,4249,31,223
136,4250,190,208
140,4251,143,222
142,4252,68,198
21,4253,576,211
25,4254,528,216
49,4255,59,199
60,4256,47,178
69,4257,617,207
91,4258,45,193
110,4259,33,212
115,4260,454,210
116,4261,587,220
120,4262,14,257
127,4263,28,223
136,4264,191,208
140,4265,143,222
142,4266,78,202
21,4267,575,211
25,4268,528,217
49,4269,55,198
60,4270,43,178
69,4271,619,207
91,4272,43,193
110,4273,30,211
115,4274,455,210
116,4275,595,222
120,4276,12,260
127,4277,25,224
136,4278,191,208
140,4279,143,222
142,4280,83,204
21,4281,576,211
25,4282,528,216
49,4283,51,197
60,4284,40,177
69,4285,620,206
91,4286,40,194
110,4287,27,211
115,4288,457,210
116,4289,597,221
120,4290,11,262
127,4291,22,225
136,4292,191,208
140,4293,144,222
142,4294,85,204
21,4295,576,211
25,4296,528,216
49,4297,38,214
60,4298,37,176
69,4299,622,206
91,4300,37,194
110,4301,24,210
115,4302,458,209
116,4303,598,221
120,4304,9,265
127,4305,19,225
136,4306,191,208
140,4307,145,222
142,4308,86,204
146,4309,10,215
21,4310,576,211
25,4311,528,216
49,4312,38,216
60,4313,34,176
69,4314,622,207
91,4315,34,194
110,4316,21,209
115,4317,462,209
116,4318,599,221
120,4319,8,267
127,4320,16,226
136,4321,191,207
140,4322,145,222
142,4323,91,203
146,4324,10,219
21,4325,576,211
25,4326,528,216
49,4327,38,216
60,4328,31,175
69,4329,624,208
91,4330,32,194
110,4331,17,209
115,4332,464,209
116,4333,602,221
120,4334,6,270
127,4335,13,227
136,4336,191,208
140,4337,145,222
142,4338,103,201
146,4339,10,222
21,4340,576,211
25,4341,527,215
49,4342,38,217
60,4343,28,174
69,4344,624,208
91,4345,29,194
110,4346,14,208
115,4347,467,209
116,4348,607,220
120,4349,4,272
127,4350,9,227
136,4351,191,208
140,4352,145,222
142,4353,119,199
146,4354,9,220
21,4355,575,211
25,4356,527,215
49,4357,35,217
60,4358,25,174
69,4359,626,207
91,4360,26,194
110,4361,10,208
115,4362,470,209
116,4363,610,220
120,4364,3,275
127,4365,6,228
136,4366,191,208
140,4367,145,222
142,4368,134,198
146,4369,9,230
21,4370,575,211
25,4371,528,215
49,4372,33,217
60,4373,22,173
69,4374,626,207
91,4375,23,195
110,4376,7,207
115,4377,472,209
116,4378,613,220
120,4379,1,277
127,4380,3,228
136,4381,191,207
140,4382,145,222
142,4383,150,198
146,4384,8,233
21,4385,575,210
25,4386,529,215
49,4387,27,217
60,4388,19,172
69,4389,627,207
91,4390,21,195
110,4391,4,207
115,4392,475,209
116,4393,616,220
120,4394,0,280
127,4395,0,229
136,4396,191,207
140,4397,145,222
142,4398,169,198
146,4399,39,226
21,4400,574,210
25,4401,529,215
49,4402,22,216
60,4403,16,171
69,4404,629,207
91,4405,18,195
110,4406,0,206
115,4407,477,209
116,4408,621,221
120,4409,-2,282
127,4410,-3,230
136,4411,191,206
140,4412,145,222
142,4413,187,199
146,4414,43,228
21,4415,574,210
25,4416,529,215
49,4417,19,216
60,4418,13,171
69,4419,631,206
91,4420,15,195
110,4421,-3,206
115,4422,478,210
116,4423,623,220
120,4424,-3,285
127,4425,-6,230
136,4426,191,206
140,4427,146,222
142,4428,201,200
146,4429,41,225
21,4430,573,210
25,4431,530,215
49,4432,16,216
60,4433,10,170
69,4434,631,205
91,4435,13,195
110,4436,-6,205
115,4437,480,210
116,4438,624,218
120,4439,-5,287
127,4440,-10,231
136,4441,191,206
140,4442,146,222
142,4443,209,200
146,4444,40,223
21,4445,573,210
25,4446,529,215
49,4447,13,214
60,4448,7,169
69,4449,633,205
91,4450,11,196
110,4451,-10,205
115,4452,481,209
116,4453,624,219
120,4454,-6,290
127,4455,-13,232
136,4456,191,206
140,4457,144,221
142,4458,216,200
146,4459,37,224
21,4460,573,210
25,4461,529,216
49,4462,11,213
60,4463,4,168
69,4464,634,205
91,4465,8,196
110,4466,-13,204
115,4467,482,209
116,4468,625,219
120,4469,-8,292
127,4470,-16,233
136,4471,191,206
140,4472,144,222
142,4473,225,199
146,4474,36,224
21,4475,573,210
25,4476,529,215
49,4477,11,215
60,4478,1,168
69,4479,636,205
91,4480,5,196
110,4481,-16,203
115,4482,486,208
116,4483,625,216
120,4484,-9,295
127,4485,-19,233
136,4486,191,206
140,4487,144,222
142,4488,236,197
146,4489,34,223
151,4490,542,218
21,4491,573,210
25,4492,529,215
49,4493,10,215
60,4494,-1,167
69,4495,638,204
91,4496,3,197
110,4497,-20,203
115,4498,488,208
116,4499,627,216
120,4500,-11,297
127,4501,-23,234
136,4502,191,207
140,4503,144,222
142,4504,247,196
146,4505,31,224
151,4506,543,218
21,4507,573,210
25,4508,529,215
49,4509,10,217
60,4510,-4,167
69,4511,639,204
91,4512,0,197
110,4513,-23,202
115,4514,490,208
116,4515,630,217
120,4516,-13,300
127,4517,-25,234
136,4518,191,207
140,4519,145,222
142,4520,258,196
146,4521,28,225
151,4522,543,217
21,4523,573,210
25,4524,529,215
49,4525,9,216
60,4526,-7,166
69,4527,641,204
91,4528,-3,197
110,4529,-27,202
115,4530,491,208
116,4531,632,218
120,4532,-14,302
127,4533,-29,235
136,4534,191,208
140,4535,145,221
142,4536,269,194
146,4537,25,224
151,4538,543,217
21,4539,572,210
25,4540,529,215
49,4541,9,219
60,4542,22,229
69,4543,642,203
91,4544,-5,197
110,4545,-30,201
115,4546,492,208
116,4547,633,218
120,4548,-16,304
127,4549,-32,235
136,4550,191,208
140,4551,145,221
142,4552,282,195
146,4553,20,223
151,4554,544,216
21,4555,572,210
25,4556,528,216
49,4557,7,219
60,4558,20,232
69,4559,632,216
91,4560,-8,198
110,4561,-33,201
115,4562,494,208
116,4563,635,218
120,4564,-17,307
127,4565,-35,236
136,4566,191,208
140,4567,145,221
142,4568,297,195
146,4569,15,224
151,4570,544,221
21,4571,572,210
25,4572,528,216
49,4573,5,220
60,4574,18,234
69,4575,630,216
91,4576,-11,198
110,4577,-36,200
115,4578,498,208
116,4579,636,218
120,4580,-19,309
127,4581,-38,237
136,4582,191,208
140,4583,145,220
142,4584,316,196
146,4585,12,223
151,4586,545,222
21,4587,571,210
25,4588,528,215
49,4589,3,221
60,4590,16,235
69,4591,630,217
91,4592,-13,198
110,4593,-39,200
115,4594,501,208
116,4595,638,218
120,4596,-21,312
127,4597,-41,237
136,4598,191,208
140,4599,145,220
142,4600,332,197
146,4601,11,223
151,4602,545,222
21,4603,571,210
25,4604,527,215
49,4605,1,221
60,4606,15,237
69,4607,631,218
91,4608,-16,198
115,4609,504,208
116,4610,639,218
120,4611,-22,314
127,4612,-45,238
136,4613,191,208
140,4614,145,220
142,4615,344,199
146,4616,9,223
151,4617,545,222
21,4618,570,210
25,4619,527,216
49,4620,-1,221
60,4621,13,239
69,4622,631,218
91,4623,-18,199
115,4624,505,209
116,4625,641,218
120,4626,-24,317
127,4627,-48,238
136,4628,192,209
140,4629,145,220
142,4630,354,200
146,4631,8,224
151,4632,545,219
21,4633,570,210
25,4634,527,217
49,4635,-3,222
60,4636,12,241
69,4637,631,219
91,4638,20,247
115,4639,508,209
116,4640,643,218
120,4641,-26,319
127,4642,-51,240
136,4643,191,209
140,4644,145,220
142,4645,359,201
146,4646,6,225
151,4647,546,219
21,4648,570,210
25,4649,527,217
49,4650,-5,222
60,4651,10,242
69,4652,632,220
91,4653,20,248
115,4654,509,210
116,4655,645,218
136,4656,191,209
140,4657,145,221
142,4658,369,200
146,4659,4,225
151,4660,546,219
153,4661,504,202
21,4662,569,210
25,4663,527,217
49,4664,-7,223
60,4665,8,244
69,4666,632,221
91,4667,21,223
115,4668,510,210
116,4669,647,218
136,4670,191,209
140,4671,145,221
142,4672,378,198
146,4673,3,225
151,4674,546,219
153,4675,505,204
21,4676,569,210
25,4677,527,218
49,4678,-9,224
60,4679,6,246
69,4680,632,221
91,4681,21,215
115,4682,510,209
116,4683,649,218
136,4684,191,209
140,4685,145,221
142,4686,391,196
146,4687,1,225
151,4688,547,219
153,4689,507,204
21,4690,568,210
25,4691,527,218
49,4692,-11,224
60,4693,5,248
69,4694,632,222
91,4695,20,212
115,4696,513,210
116,4697,650,218
136,4698,191,209
140,4699,145,221
142,4700,408,194
146,4701,0,225
151,4702,547,218
153,4703,509,203
21,4704,568,211
25,4705,528,218
49,4706,-13,224
60,4707,3,250
69,4708,633,223
91,4709,21,210
115,4710,515,210
116,4711,652,218
136,4712,191,209
140,4713,145,221
142,4714,427,193
146,4715,-2,226
151,4716,547,219
153,4717,510,203
21,4718,568,211
25,4719,528,218
49,4720,-16,225
60,4721,1,252
69,4722,633,224
91,4723,22,208
115,4724,516,209
116,4725,654,218
136,4726,191,209
140,4727,145,221
142,4728,441,193
146,4729,-4,225
151,4730,548,218
153,4731,512,203
21,4732,567,211
25,4733,529,218
49,4734,-17,225
60,4735,0,253
69,4736,633,224
91,4737,26,207
115,4738,518,208
116,4739,656,218
136,4740,191,209
140,4741,145,221
142,4742,458,193
146,4743,-5,226
151,4744,548,218
153,4745,513,203
21,4746,566,211
25,4747,525,215
49,4748,-19,226
60,4749,-2,255
69,4750,634,225
91,4751,31,206
115,4752,519,208
116,4753,658,218
136,4754,191,209
140,4755,145,220
142,4756,476,193
146,4757,-7,226
151,4758,549,218
153,4759,545,221
21,4760,566,211
25,4761,525,209
49,4762,-22,227
60,4763,-4,257
69,4764,634,226
91,4765,40,206
115,4766,521,208
116,4767,660,218
136,4768,191,209
140,4769,145,220
142,4770,489,194
146,4771,-8,226
151,4772,549,218
153,4773,550,223
21,4774,565,211
25,4775,525,208
49,4776,-24,227
60,4777,-5,259
69,4778,634,226
91,4779,50,207
115,4780,523,208
116,4781,661,218
136,4782,191,209
140,4783,144,220
142,4784,497,195
146,4785,-10,226
151,4786,543,214
153,4787,555,226
21,4788,565,211
25,4789,525,207
49,4790,-26,227
60,4791,-7,260
69,4792,634,227
91,4793,61,208
115,4794,525,208
116,4795,663,217
136,4796,191,209
140,4797,144,220
142,4798,502,195
146,4799,-12,226
151,4800,543,213
153,4801,561,228
21,4802,564,211
25,4803,524,206
49,4804,-28,228
60,4805,-9,262
69,4806,635,228
91,4807,68,208
115,4808,526,208
116,4809,665,217
136,4810,191,209
140,4811,144,221
142,4812,508,195
146,4813,-13,227
151,4814,543,212
153,4815,566,230
21,4816,564,212
25,4817,524,206
49,4818,-30,229
60,4819,-11,264
69,4820,635,229
91,4821,74,208
115,4822,528,208
116,4823,667,217
136,4824,191,209
140,4825,144,221
142,4826,515,196
146,4827,-15,226
151,4828,543,212
153,4829,571,232
21,4830,564,212
25,4831,524,205
49,4832,-32,229
60,4833,-13,266
69,4834,635,229
91,4835,80,208
115,4836,530,208
116,4837,669,217
136,4838,191,209
140,4839,144,221
142,4840,525,197
146,4841,-16,227
151,4842,543,212
153,4843,577,234
21,4844,563,212
25,4845,524,204
49,4846,-34,230
60,4847,-14,268
69,4848,635,230
91,4849,88,208
115,4850,532,208
116,4851,671,217
136,4852,191,209
140,4853,144,221
142,4854,536,194
146,4855,-18,227
151,4856,543,211
153,4857,582,236
21,4858,563,212
25,4859,523,204
49,4860,-36,230
60,4861,-15,270
69,4862,636,231
91,4863,98,207
115,4864,534,207
116,4865,672,217
136,4866,190,209
140,4867,144,221
142,4868,551,193
146,4869,-20,227
151,4870,543,211
153,4871,588,238
21,4872,563,212
25,4873,523,203
49,4874,-38,230
60,4875,-17,271
69,4876,636,232
91,4877,107,205
115,4878,535,207
116,4879,674,217
136,4880,191,209
140,4881,143,221
142,4882,566,192
146,4883,-22,227
151,4884,543,211
153,4885,593,240
21,4886,562,212
25,4887,523,202
49,4888,-40,231
60,4889,-19,273
69,4890,637,232
91,4891,118,204
115,4892,537,207
116,4893,676,217
136,4894,191,209
140,4895,143,222
142,4896,578,192
146,4897,-24,227
151,4898,542,210
153,4899,598,243
21,4900,562,212
25,4901,522,201
49,4902,-43,232
60,4903,-21,275
69,4904,637,233
91,4905,127,203
115,4906,539,207
116,4907,678,217
136,4908,191,209
140,4909,143,222
142,4910,584,193
146,4911,-25,228
151,4912,542,210
153,4913,604,245
21,4914,565,213
25,4915,528,211
49,4916,-45,232
60,4917,-23,277
69,4918,518,229
91,4919,136,203
115,4920,541,207
116,4921,680,217
136,4922,191,209
140,4923,143,222
142,4924,586,194
146,4925,-27,228
151,4926,545,218
153,4927,609,247
21,4928,565,212
25,4929,530,210
49,4930,-47,232
60,4931,-25,278
69,4932,517,228
91,4933,148,202
115,4934,542,207
116,4935,682,217
136,4936,191,209
140,4937,143,222
142,4938,590,195
146,4939,-28,228
151,4940,545,219
153,4941,615,249
21,4942,565,212
25,4943,529,213
49,4944,-49,233
60,4945,-26,280
69,4946,516,228
91,4947,160,204
115,4948,545,210
116,4949,683,217
136,4950,191,209
140,4951,143,222
142,4952,591,195
146,4953,-30,228
151,4954,547,217
153,4955,620,251
21,4956,567,213
25,4957,529,214
49,4958,-51,233
60,4959,-28,282
69,4960,516,228
91,4961,169,205
115,4962,548,208
116,4963,685,217
136,4964,191,209
140,4965,142,222
142,4966,596,197
146,4967,-32,228
151,4968,548,219
153,4969,625,253
21,4970,565,211
25,4971,529,215
49,4972,-53,234
60,4973,-30,284
69,4974,516,228
91,4975,175,205
115,4976,547,207
116,4977,687,217
