track_id,frame,x,y
4,396,532,209
5,397,183,206
6,398,512,220
8,399,140,215
10,400,183,195
13,401,131,215
15,402,580,203
18,403,132,214
20,404,614,191
21,405,513,218
25,406,535,209
1,407,-59,200
2,408,125,208
3,409,539,209
4,410,532,209
5,411,183,206
6,412,513,219
8,413,140,215
10,414,183,195
13,415,130,215
15,416,577,203
18,417,132,214
20,418,611,192
21,419,513,218
25,420,536,210
1,421,-62,201
2,422,118,207
3,423,538,209
4,424,532,209
5,425,183,206
6,426,512,221
8,427,140,215
10,428,183,195
13,429,130,215
15,430,573,202
18,431,131,214
20,432,605,191
21,433,513,218
25,434,536,209
1,435,-66,200
2,436,111,206
3,437,538,209
4,438,532,209
5,439,183,206
6,440,512,220
8,441,144,215
10,442,183,195
13,443,130,215
15,444,567,204
18,445,130,214
20,446,600,193
21,447,512,221
25,448,537,209
1,449,-69,200
2,450,104,206
3,451,538,209
4,452,532,209
5,453,183,207
6,454,513,220
8,455,143,215
10,456,183,195
13,457,129,215
15,458,563,204
18,459,130,214
20,460,598,193
21,461,513,223
25,462,538,209
1,463,-72,200
2,464,99,206
3,465,538,209
4,466,532,209
5,467,183,207
6,468,513,219
8,469,142,215
10,470,183,196
13,471,129,215
15,472,558,203
18,473,129,214
20,474,596,194
21,475,513,223
25,476,538,208
1,477,-75,199
2,478,91,207
3,479,538,209
4,480,532,208
5,481,183,207
6,482,513,219
8,483,142,215
10,484,183,196
13,485,128,215
15,486,552,202
18,487,128,214
20,488,588,194
21,489,513,223
25,490,539,208
1,491,-79,200
2,492,85,207
3,493,538,210
4,494,532,208
5,495,182,207
6,496,513,219
8,497,142,215
10,498,183,196
13,499,128,215
15,500,547,203
18,501,128,214
20,502,584,195
21,503,513,223
25,504,540,208
1,505,-82,199
2,506,79,209
3,507,538,210
4,508,532,209
5,509,183,207
6,510,513,220
8,511,142,215
10,512,183,196
13,513,128,215
15,514,543,203
18,515,127,214
20,516,584,195
21,517,513,223
25,518,540,208
1,519,-86,199
2,520,76,209
3,521,538,210
4,522,533,209
5,523,183,206
6,524,513,220
8,525,142,215
10,526,183,196
13,527,127,215
15,528,537,202
18,529,126,214
20,530,581,196
21,531,513,223
25,532,541,208
2,533,73,210
3,534,538,210
4,535,533,209
5,536,183,206
6,537,513,220
8,538,144,215
10,539,183,196
13,540,127,215
15,541,529,203
18,542,126,214
20,543,576,196
21,544,513,224
25,545,542,208
2,546,70,211
3,547,538,210
4,548,533,209
5,549,183,206
6,550,513,220
8,551,145,215
10,552,184,197
13,553,127,215
15,554,521,203
18,555,125,214
20,556,569,196
21,557,514,225
25,558,542,207
2,559,67,211
3,560,537,210
4,561,533,209
5,562,183,206
6,563,513,220
8,564,144,215
10,565,184,196
13,566,126,215
15,567,516,204
18,568,125,214
20,569,564,196
21,570,514,225
25,571,543,207
2,572,62,211
3,573,537,211
4,574,533,208
5,575,183,206
6,576,513,220
8,577,144,215
10,578,185,196
13,579,126,215
15,580,511,205
18,581,124,214
20,582,559,194
21,583,514,225
25,584,544,207
2,585,55,210
3,586,537,211
4,587,533,208
5,588,185,206
6,589,513,220
8,590,145,215
10,591,185,197
13,592,125,215
15,593,507,205
18,594,123,213
20,595,551,194
21,596,514,225
25,597,544,207
2,598,46,211
3,599,537,211
4,600,534,209
5,601,185,205
6,602,513,220
8,603,145,215
10,604,185,197
15,605,515,198
18,606,123,213
20,607,545,194
21,608,514,226
25,609,545,207
2,610,37,211
3,611,537,211
4,612,534,209
5,613,185,205
6,614,513,220
8,615,144,215
10,616,186,196
15,617,504,202
18,618,122,213
20,619,537,194
21,620,515,227
25,621,545,207
2,622,28,209
3,623,537,211
4,624,534,209
5,625,186,204
6,626,513,220
8,627,144,215
10,628,187,196
15,629,506,205
18,630,121,213
20,631,534,194
21,632,515,227
25,633,546,207
2,634,25,208
3,635,537,211
4,636,534,209
5,637,186,204
6,638,513,220
8,639,144,215
10,640,187,196
15,641,504,206
18,642,120,213
20,643,530,195
21,644,515,227
25,645,547,207
2,646,22,208
3,647,537,211
4,648,534,209
5,649,186,204
6,650,513,220
8,651,145,215
10,652,187,196
15,653,502,207
18,654,120,213
20,655,526,194
21,656,515,227
25,657,547,207
2,658,19,206
3,659,537,211
4,660,534,208
5,661,187,206
6,662,513,221
8,663,145,216
10,664,188,199
15,665,494,205
18,666,119,213
20,667,521,196
21,668,515,228
25,669,548,207
2,670,16,204
3,671,537,211
4,672,534,208
5,673,188,206
6,674,513,221
8,675,145,216
10,676,188,199
15,677,486,205
18,678,118,213
20,679,517,197
21,680,515,229
25,681,540,209
2,682,11,204
3,683,536,211
4,684,534,208
5,685,188,206
6,686,513,221
8,687,145,216
10,688,189,200
15,689,482,205
18,690,118,213
20,691,510,198
21,692,515,229
25,693,538,210
2,694,6,203
3,695,536,211
4,696,534,209
5,697,189,206
6,698,513,221
8,699,143,216
10,700,190,200
15,701,477,206
20,702,506,198
21,703,515,229
25,704,537,210
2,705,1,203
3,706,536,212
4,707,534,209
5,708,190,207
6,709,513,221
8,710,142,216
10,711,190,199
15,712,470,207
20,713,504,198
21,714,515,229
25,715,537,211
2,716,-3,202
3,717,536,212
4,718,534,209
5,719,190,207
6,720,513,221
8,721,142,216
10,722,190,200
15,723,466,207
20,724,503,197
21,725,515,230
25,726,537,211
2,727,-8,202
3,728,536,212
4,729,534,208
5,730,191,205
6,731,513,221
8,732,141,216
10,733,191,199
15,734,462,208
20,735,501,197
21,736,515,231
25,737,537,212
2,738,-13,201
3,739,536,212
4,740,535,208
5,741,191,204
6,742,513,221
8,743,141,216
10,744,191,199
15,745,453,208
20,746,492,196
21,747,521,217
25,748,537,212
2,749,-18,201
3,750,536,212
4,751,535,208
5,752,191,206
6,753,513,221
8,754,143,216
10,755,191,199
15,756,448,208
20,757,485,195
21,758,522,218
25,759,537,212
2,760,-23,200
3,761,536,212
4,762,535,208
5,763,192,206
6,764,513,221
8,765,142,216
10,766,192,200
15,767,443,209
20,768,481,196
21,769,522,218
25,770,537,212
2,771,-28,200
3,772,536,212
4,773,535,209
5,774,192,207
6,775,513,221
8,776,142,216
10,777,192,200
15,778,449,202
20,779,476,196
21,780,522,218
25,781,538,212
2,782,-33,199
4,783,535,209
5,784,192,207
6,785,513,221
8,786,143,216
10,787,192,200
15,788,443,204
20,789,467,194
21,790,522,217
25,791,538,212
2,792,-38,199
5,793,192,208
6,794,513,222
8,795,142,216
10,796,192,200
15,797,438,206
20,798,462,196
21,799,523,217
25,800,538,212
2,801,-43,198
5,802,192,207
6,803,513,222
8,804,141,216
10,805,192,200
15,806,442,209
20,807,455,197
21,808,523,217
25,809,538,212
2,810,-48,197
5,811,192,207
6,812,513,222
8,813,142,216
10,814,192,200
15,815,439,209
20,816,452,198
21,817,524,220
25,818,539,212
2,819,-53,197
5,820,192,207
6,821,513,222
8,822,142,216
10,823,192,200
15,824,426,206
20,825,447,198
21,826,524,220
25,827,539,212
2,828,-58,196
5,829,193,206
6,830,513,222
8,831,142,216
10,832,193,199
15,833,420,208
20,834,440,201
21,835,525,221
25,836,538,212
34,837,137,216
2,838,-63,196
5,839,192,206
6,840,513,222
8,841,143,216
10,842,193,200
15,843,412,206
20,844,444,201
21,845,525,221
25,846,537,212
34,847,138,217
2,848,-68,195
5,849,193,206
8,850,142,216
10,851,193,200
15,852,401,206
20,853,443,200
21,854,525,221
25,855,537,212
34,856,139,216
2,857,-73,195
5,858,193,207
8,859,141,216
10,860,193,201
15,861,393,206
20,862,440,199
21,863,525,222
25,864,537,212
34,865,139,216
2,866,-78,194
5,867,193,208
8,868,141,217
10,869,193,201
15,870,392,208
20,871,431,197
21,872,525,223
25,873,537,212
34,874,140,216
2,875,-83,194
5,876,193,208
8,877,142,217
10,878,193,201
15,879,384,207
20,880,426,195
21,881,525,223
25,882,536,212
34,883,140,217
2,884,-88,193
5,885,193,208
8,886,141,217
10,887,193,202
15,888,380,208
20,889,421,195
21,890,525,223
25,891,537,212
34,892,141,216
37,893,401,201
2,894,-92,193
5,895,193,208
8,896,140,218
10,897,193,201
15,898,379,208
20,899,415,195
21,900,525,224
25,901,536,212
34,902,141,216
37,903,400,196
2,904,-97,192
5,905,194,207
8,906,144,218
10,907,194,201
15,908,377,205
20,909,406,194
21,910,525,224
25,911,537,212
34,912,142,217
37,913,394,196
2,914,-102,192
5,915,194,207
8,916,145,218
10,917,194,201
15,918,377,207
20,919,399,195
21,920,525,224
25,921,537,212
34,922,142,217
37,923,387,198
2,924,-107,191
5,925,193,206
8,926,146,218
10,927,194,201
15,928,385,200
20,929,394,195
21,930,525,225
25,931,537,212
34,932,143,216
37,933,383,201
2,934,-112,191
5,935,193,206
8,936,146,218
10,937,194,201
15,938,383,200
20,939,389,194
21,940,522,221
25,941,537,212
34,942,143,216
37,943,381,200
2,944,-117,190
5,945,193,204
8,946,145,218
10,947,194,201
15,948,380,200
20,949,383,194
21,950,522,221
25,951,538,212
34,952,144,217
37,953,378,199
2,954,-122,190
5,955,194,203
8,956,144,218
10,957,195,201
15,958,377,199
20,959,378,194
21,960,522,220
25,961,537,212
34,962,144,216
37,963,372,199
2,964,-127,189
5,965,194,202
8,966,146,218
10,967,195,201
15,968,374,198
20,969,372,194
21,970,522,220
25,971,537,212
34,972,145,216
37,973,370,200
2,974,-132,189
5,975,194,201
8,976,144,218
10,977,193,206
15,978,372,197
20,979,367,194
21,980,522,220
25,981,537,211
34,982,145,217
37,983,366,201
5,984,194,199
8,985,144,218
10,986,193,206
15,987,369,197
20,988,362,194
21,989,522,220
25,990,537,211
34,991,146,217
37,992,361,201
5,993,193,199
8,994,143,218
10,995,193,205
15,996,366,196
20,997,356,193
21,998,521,220
25,999,537,211
34,1000,146,216
37,1001,354,201
5,1002,193,198
8,1003,143,218
10,1004,193,204
15,1005,364,195
20,1006,351,193
21,1007,521,219
25,1008,537,211
34,1009,147,217
37,1010,348,201
5,1011,193,197
8,1012,144,217
10,1013,193,204
15,1014,361,195
20,1015,346,193
21,1016,521,219
25,1017,538,211
34,1018,147,217
37,1019,343,200
5,1020,194,197
8,1021,143,217
10,1022,193,204
15,1023,358,194
20,1024,341,193
21,1025,521,220
25,1026,537,211
34,1027,148,217
37,1028,338,198
39,1029,10,230
5,1030,193,196
8,1031,142,217
10,1032,193,203
15,1033,355,193
20,1034,336,192
21,1035,521,220
25,1036,537,210
34,1037,148,216
37,1038,333,198
39,1039,12,225
5,1040,193,195
8,1041,142,217
10,1042,193,203
15,1043,353,193
20,1044,330,192
21,1045,520,220
25,1046,537,210
34,1047,149,217
37,1048,329,197
39,1049,13,222
40,1050,15,194
5,1051,194,195
8,1052,142,217
10,1053,193,203
15,1054,350,192
20,1055,325,192
21,1056,520,221
25,1057,537,210
34,1058,149,217
37,1059,325,195
39,1060,14,219
40,1061,19,193
5,1062,194,194
8,1063,145,217
10,1064,193,202
15,1065,347,192
20,1066,319,192
21,1067,520,221
25,1068,537,210
34,1069,150,216
37,1070,318,197
39,1071,15,216
40,1072,22,197
5,1073,194,193
8,1074,144,217
10,1075,192,203
15,1076,345,191
20,1077,314,192
21,1078,520,221
25,1079,537,210
34,1080,150,217
37,1081,312,198
39,1082,16,212
40,1083,25,202
5,1084,193,193
8,1085,144,218
10,1086,192,204
15,1087,342,190
20,1088,308,192
21,1089,519,221
25,1090,537,210
34,1091,151,217
37,1092,305,199
39,1093,17,209
40,1094,29,200
5,1095,194,192
8,1096,144,218
10,1097,192,205
15,1098,339,190
20,1099,303,191
21,1100,519,220
25,1101,537,210
34,1102,151,217
37,1103,297,200
39,1104,18,206
40,1105,36,200
5,1106,194,191
8,1107,144,218
10,1108,192,205
15,1109,336,189
20,1110,298,191
21,1111,519,220
25,1112,537,210
34,1113,151,216
37,1114,291,200
39,1115,19,203
40,1116,43,198
5,1117,194,191
8,1118,144,218
10,1119,192,205
15,1120,334,188
20,1121,293,191
21,1122,519,220
25,1123,537,209
34,1124,152,217
37,1125,287,201
39,1126,20,200
40,1127,49,197
5,1128,193,190
8,1129,144,218
10,1130,191,205
15,1131,331,187
20,1132,288,191
21,1133,518,220
25,1134,537,209
34,1135,153,217
37,1136,285,201
39,1137,21,197
40,1138,58,197
42,1139,20,205
5,1140,194,190
8,1141,145,217
10,1142,191,206
15,1143,328,187
20,1144,282,190
21,1145,518,220
25,1146,536,209
34,1147,153,217
37,1148,284,199
39,1149,22,194
40,1150,62,196
42,1151,22,203
5,1152,194,189
8,1153,145,217
10,1154,191,206
15,1155,326,186
20,1156,277,191
21,1157,518,220
25,1158,536,210
37,1159,281,199
39,1160,24,191
40,1161,67,197
42,1162,26,202
5,1163,194,188
8,1164,145,217
10,1165,191,206
15,1166,323,185
20,1167,271,190
21,1168,518,220
25,1169,536,210
37,1170,274,200
39,1171,25,188
40,1172,69,197
42,1173,31,201
5,1174,194,188
8,1175,145,217
10,1176,191,206
15,1177,320,185
20,1178,266,190
21,1179,518,220
25,1180,536,210
37,1181,270,200
39,1182,25,185
40,1183,70,196
42,1184,38,201
44,1185,626,211
5,1186,194,187
8,1187,144,217
10,1188,191,206
15,1189,317,184
20,1190,261,190
21,1191,517,220
25,1192,537,210
37,1193,268,199
39,1194,27,182
40,1195,65,200
42,1196,42,199
44,1197,625,211
5,1198,194,186
8,1199,144,217
10,1200,190,206
15,1201,315,184
20,1202,255,190
21,1203,517,219
25,1204,537,210
37,1205,266,198
39,1206,11,185
40,1207,74,202
42,1208,54,201
44,1209,623,211
5,1210,194,186
8,1211,143,217
10,1212,190,206
15,1213,312,183
20,1214,250,189
21,1215,517,219
25,1216,537,210
37,1217,260,198
39,1218,11,180
40,1219,73,205
42,1220,59,201
44,1221,621,211
5,1222,194,185
8,1223,143,217
10,1224,190,206
15,1225,309,182
20,1226,26,210
21,1227,517,219
25,1228,537,210
37,1229,252,197
39,1230,15,196
40,1231,70,206
42,1232,91,201
44,1233,621,212
46,1234,91,168
5,1235,194,184
8,1236,144,218
10,1237,190,206
15,1238,307,182
20,1239,23,211
21,1240,517,219
25,1241,536,210
37,1242,238,200
39,1243,17,202
40,1244,74,205
42,1245,101,202
44,1246,621,211
46,1247,100,169
5,1248,194,184
8,1249,144,218
10,1250,189,206
15,1251,630,197
20,1252,23,214
21,1253,517,219
25,1254,537,210
37,1255,228,200
39,1256,20,204
40,1257,80,204
42,1258,110,202
44,1259,621,211
46,1260,105,170
5,1261,194,183
8,1262,144,218
10,1263,189,206
15,1264,632,197
20,1265,11,215
21,1266,516,219
25,1267,537,210
37,1268,222,201
39,1269,26,212
40,1270,87,203
42,1271,118,202
44,1272,619,211
46,1273,111,170
5,1274,194,182
8,1275,144,218
10,1276,189,206
15,1277,633,196
20,1278,26,198
21,1279,516,219
25,1280,537,211
37,1281,217,201
39,1282,28,212
40,1283,94,202
42,1284,127,201
44,1285,615,210
46,1286,116,170
5,1287,194,182
8,1288,144,218
10,1289,189,206
15,1290,631,197
20,1291,16,198
21,1292,516,219
25,1293,537,211
37,1294,215,201
39,1295,30,210
40,1296,99,202
42,1297,136,201
44,1298,610,210
46,1299,121,171
5,1300,194,181
8,1301,144,218
10,1302,189,206
15,1303,627,197
20,1304,42,186
21,1305,516,219
25,1306,537,211
37,1307,214,203
39,1308,29,208
40,1309,104,202
42,1310,144,201
44,1311,606,210
46,1312,48,205
5,1313,194,180
8,1314,143,218
10,1315,189,206
15,1316,623,197
20,1317,52,190
21,1318,516,218
25,1319,537,211
37,1320,213,204
39,1321,29,206
40,1322,119,201
42,1323,93,201
44,1324,603,210
46,1325,48,207
5,1326,194,180
8,1327,143,218
10,1328,189,206
15,1329,619,198
20,1330,59,194
21,1331,512,220
25,1332,537,210
37,1333,211,205
39,1334,31,204
40,1335,127,201
42,1336,96,201
44,1337,597,211
46,1338,60,204
8,1339,143,218
10,1340,189,206
15,1341,618,199
20,1342,67,195
21,1343,511,220
25,1344,537,210
37,1345,207,206
39,1346,33,205
40,1347,135,201
42,1348,99,201
44,1349,593,211
46,1350,57,209
8,1351,143,218
10,1352,189,206
15,1353,617,199
20,1354,65,194
21,1355,512,220
25,1356,537,210
37,1357,204,206
39,1358,42,205
40,1359,137,201
42,1360,83,163
44,1361,589,211
46,1362,53,212
8,1363,143,218
10,1364,188,207
15,1365,617,200
20,1366,64,194
21,1367,512,219
25,1368,537,210
37,1369,202,203
39,1370,44,205
40,1371,149,204
42,1372,88,173
44,1373,586,212
46,1374,50,216
8,1375,143,218
10,1376,188,207
15,1377,616,200
20,1378,62,193
21,1379,512,220
25,1380,537,211
37,1381,200,198
39,1382,50,205
40,1383,164,204
42,1384,89,171
44,1385,585,212
46,1386,46,221
8,1387,143,218
10,1388,188,207
15,1389,616,200
20,1390,61,193
21,1391,511,220
25,1392,537,211
37,1393,200,201
39,1394,63,206
40,1395,176,202
42,1396,91,169
44,1397,584,213
46,1398,43,225
8,1399,143,218
10,1400,188,207
15,1401,613,200
20,1402,60,193
21,1403,511,220
25,1404,537,211
37,1405,197,201
39,1406,75,206
40,1407,186,203
42,1408,110,187
44,1409,582,212
46,1410,40,229
8,1411,143,218
10,1412,188,207
15,1413,625,204
20,1414,58,192
21,1415,511,220
25,1416,537,211
37,1417,193,201
39,1418,81,207
40,1419,189,203
42,1420,114,187
44,1421,580,211
46,1422,37,233
8,1423,143,218
10,1424,188,207
15,1425,612,201
20,1426,57,192
21,1427,510,220
25,1428,538,211
37,1429,190,201
39,1430,82,206
40,1431,194,202
42,1432,117,188
44,1433,578,212
46,1434,33,237
8,1435,143,218
10,1436,188,207
15,1437,605,200
20,1438,55,191
21,1439,509,219
25,1440,537,211
37,1441,187,200
39,1442,88,205
40,1443,198,202
42,1444,121,188
44,1445,576,212
46,1446,29,241
49,1447,45,229
50,1448,623,207
8,1449,143,218
10,1450,188,207
15,1451,601,200
20,1452,54,191
21,1453,509,219
25,1454,537,211
37,1455,183,200
39,1456,98,202
40,1457,201,201
42,1458,125,188
44,1459,573,212
46,1460,26,245
49,1461,42,220
50,1462,623,207
8,1463,143,218
10,1464,187,207
15,1465,598,199
20,1466,52,191
21,1467,509,219
25,1468,537,211
37,1469,180,200
39,1470,109,202
40,1471,205,200
42,1472,129,189
44,1473,571,212
46,1474,22,249
49,1475,46,213
50,1476,622,208
51,1477,73,235
8,1478,143,218
10,1479,187,207
15,1480,595,199
20,1481,51,190
21,1482,509,218
25,1483,537,210
37,1484,177,200
39,1485,123,201
40,1486,212,199
42,1487,133,189
44,1488,567,212
46,1489,19,253
49,1490,48,211
50,1491,621,209
51,1492,74,234
8,1493,143,218
10,1494,187,208
15,1495,593,199
20,1496,49,190
21,1497,509,219
25,1498,537,210
37,1499,173,200
39,1500,139,200
40,1501,220,198
42,1502,137,190
44,1503,563,213
46,1504,16,257
49,1505,50,210
50,1506,620,209
51,1507,81,226
8,1508,143,218
10,1509,187,208
15,1510,588,200
20,1511,48,190
21,1512,508,219
25,1513,537,210
37,1514,171,200
39,1515,150,199
40,1516,231,197
42,1517,140,190
44,1518,560,213
46,1519,12,261
49,1520,52,209
50,1521,619,209
51,1522,83,223
8,1523,143,218
10,1524,187,208
15,1525,586,201
20,1526,46,189
21,1527,508,219
25,1528,538,210
37,1529,167,200
39,1530,153,200
40,1531,235,198
42,1532,144,191
44,1533,558,213
46,1534,8,265
49,1535,56,210
50,1536,618,209
51,1537,85,222
8,1538,142,218
10,1539,186,208
15,1540,582,200
20,1541,110,200
21,1542,508,219
25,1543,537,210
37,1544,164,200
39,1545,167,200
40,1546,246,197
42,1547,148,191
44,1548,555,214
46,1549,5,269
49,1550,58,210
50,1551,618,208
51,1552,100,227
8,1553,142,218
10,1554,186,208
15,1555,581,200
20,1556,115,199
21,1557,507,218
25,1558,537,210
37,1559,161,200
39,1560,182,200
40,1561,264,197
42,1562,152,191
44,1563,554,214
46,1564,1,274
49,1565,63,213
50,1566,616,208
51,1567,105,221
8,1568,142,219
10,1569,186,208
15,1570,579,200
20,1571,113,198
21,1572,507,219
25,1573,536,210
37,1574,119,200
39,1575,199,200
40,1576,276,196
42,1577,156,192
44,1578,552,213
46,1579,-2,278
49,1580,69,215
50,1581,611,207
51,1582,109,219
8,1583,142,219
10,1584,186,208
15,1585,578,201
20,1586,115,197
21,1587,507,220
25,1588,536,209
37,1589,118,201
39,1590,210,202
40,1591,291,198
42,1592,159,192
44,1593,550,212
46,1594,-5,281
49,1595,71,213
50,1596,607,206
51,1597,114,216
8,1598,142,219
10,1599,186,208
15,1600,576,201
20,1601,117,197
21,1602,507,220
25,1603,535,209
37,1604,112,201
39,1605,218,203
40,1606,300,199
42,1607,163,192
44,1608,548,212
46,1609,-9,286
49,1610,69,213
50,1611,604,207
51,1612,118,214
8,1613,142,219
10,1614,186,208
15,1615,570,201
20,1616,99,223
21,1617,506,220
25,1618,534,209
37,1619,102,202
39,1620,227,201
40,1621,306,199
42,1622,167,193
44,1623,544,212
46,1624,-12,290
49,1625,67,213
50,1626,601,207
51,1627,122,212
8,1628,142,219
10,1629,185,208
15,1630,566,201
20,1631,99,226
21,1632,506,220
25,1633,534,208
37,1634,98,199
39,1635,236,201
40,1636,316,200
42,1637,171,193
44,1638,542,212
46,1639,-16,294
49,1640,67,213
50,1641,595,208
51,1642,127,210
10,1643,185,208
15,1644,563,201
20,1645,117,209
21,1646,506,220
25,1647,534,208
37,1648,83,201
39,1649,244,201
40,1650,323,200
42,1651,175,194
44,1652,539,212
46,1653,-19,298
49,1654,69,212
50,1655,592,208
