track_id,frame,center_x,center_y
2,1282,429,324
2,1283,430,324
2,1284,430,324
2,1285,430,324
2,1286,430,324
2,1287,430,324
2,1288,430,323
2,1289,430,323
2,1290,430,324
2,1291,430,324
2,1292,430,324
2,1293,430,324
2,1294,428,324
2,1295,428,324
2,1296,428,324
2,1297,428,324
2,1298,428,324
2,1299,428,324
2,1300,428,324
2,1301,428,324
2,1302,429,324
2,1303,428,324
2,1304,428,324
2,1305,428,324
2,1306,428,324
2,1307,428,324
2,1308,428,324
2,1309,427,324
2,1310,427,324
2,1311,428,324
2,1312,428,324
2,1313,428,324
2,1314,428,324
2,1315,427,324
2,1316,427,323
2,1317,427,323
2,1318,427,324
2,1319,427,324
2,1320,427,324
2,1321,428,325
2,1322,428,324
2,1323,428,325
2,1324,429,325
2,1325,429,324
2,1326,429,324
2,1327,429,323
2,1328,429,323
2,1329,428,323
2,1330,428,323
2,1331,428,324
2,1332,428,324
2,1333,428,324
2,1334,428,324
2,1335,428,324
2,1336,428,324
2,1337,428,324
2,1338,428,325
2,1339,428,324
2,1340,427,324
2,1341,428,325
2,1342,429,325
2,1343,428,325
2,1344,428,325
2,1345,428,325
2,1346,428,325
2,1347,429,324
2,1348,429,324
2,1349,428,324
2,1350,429,324
2,1351,428,324
2,1352,428,324
2,1353,428,324
2,1354,428,325
2,1355,428,325
2,1356,429,325
2,1357,428,324
2,1358,428,324
2,1359,428,324
2,1360,428,324
2,1361,428,324
2,1362,428,325
2,1363,428,325
2,1364,428,324
2,1365,428,325
2,1366,428,323
2,1367,428,322
2,1368,429,325
2,1369,428,325
2,1370,429,325
2,1371,429,325
2,1372,429,323
2,1373,429,324
2,1374,428,324
2,1375,428,324
2,1376,428,324
2,1377,428,324
2,1378,428,325
2,1379,429,325
2,1380,429,326
2,1381,428,326
2,1382,428,327
2,1383,428,327
2,1384,428,325
2,1385,428,325
2,1386,428,326
2,1387,428,326
2,1388,428,326
2,1389,428,327
2,1390,428,328
2,1391,428,328
2,1392,428,327
2,1393,428,324
2,1394,428,326
2,1395,428,327
2,1396,429,324
2,1397,429,327
2,1398,429,328
2,1399,428,327
2,1400,428,326
2,1401,428,326
2,1402,428,326
2,1403,428,326
2,1404,429,326
2,1405,429,325
2,1406,429,325
2,1407,428,326
2,1408,428,327
2,1409,428,327
2,1410,428,329
2,1411,429,329
2,1412,428,326
2,1413,428,328
2,1414,427,329
28,1414,298,407
2,1415,427,329
28,1415,298,406
2,1416,427,329
28,1416,298,407
2,1417,428,329
28,1417,299,407
2,1418,428,329
28,1418,299,407
2,1419,427,327
28,1419,299,407
2,1420,428,329
28,1420,299,407
2,1421,428,330
28,1421,299,406
2,1422,428,330
28,1422,299,406
2,1423,428,331
28,1423,299,407
2,1424,429,332
28,1424,300,407
2,1425,429,332
28,1425,300,407
2,1426,428,332
28,1426,300,407
2,1427,428,332
28,1427,300,407
2,1428,427,332
28,1428,301,407
2,1429,428,333
28,1429,301,407
2,1430,428,333
28,1430,301,407
2,1431,428,332
28,1431,301,407
2,1432,428,333
28,1432,301,407
2,1433,428,333
28,1433,302,406
2,1434,428,332
28,1434,302,406
2,1435,428,332
28,1435,302,406
2,1436,428,332
28,1436,302,406
2,1437,428,332
28,1437,302,406
2,1438,429,333
28,1438,302,406
2,1439,429,333
28,1439,302,406
2,1440,429,333
28,1440,303,406
2,1441,429,333
28,1441,299,407
2,1442,429,333
28,1442,299,407
2,1443,427,333
28,1443,299,407
2,1444,428,334
28,1444,299,407
2,1445,427,334
28,1445,299,407
2,1446,427,334
28,1446,299,407
2,1447,427,334
28,1447,299,407
2,1448,427,333
28,1448,299,407
2,1449,427,334
28,1449,299,407
2,1450,427,334
28,1450,299,407
2,1451,427,334
28,1451,299,407
2,1452,426,335
28,1452,299,407
2,1453,427,335
28,1453,299,407
2,1454,427,334
28,1454,299,407
2,1455,427,334
28,1455,299,407
2,1456,427,334
28,1456,299,407
2,1457,428,334
28,1457,299,407
2,1458,426,335
28,1458,299,407
2,1459,426,335
28,1459,299,407
2,1460,427,335
28,1460,299,408
2,1461,427,335
28,1461,299,408
2,1462,427,335
28,1462,299,408
2,1463,427,335
28,1463,299,408
2,1464,428,335
28,1464,299,408
2,1465,427,334
28,1465,299,408
2,1466,427,334
28,1466,299,407
2,1467,428,334
28,1467,299,407
2,1468,428,334
28,1468,299,407
2,1469,428,334
28,1469,299,407
2,1470,427,334
28,1470,299,407
2,1471,427,334
28,1471,300,407
2,1472,427,334
28,1472,300,407
2,1473,427,334
28,1473,300,407
2,1474,426,334
28,1474,300,407
2,1475,426,334
28,1475,300,407
2,1476,426,334
28,1476,300,407
2,1477,426,331
28,1477,300,407
2,1478,427,333
28,1478,300,407
2,1479,427,334
28,1479,300,407
2,1480,426,334
28,1480,301,407
2,1481,427,334
28,1481,301,407
2,1482,426,334
28,1482,301,408
2,1483,426,334
28,1483,301,407
2,1484,426,334
28,1484,301,407
2,1485,427,333
28,1485,298,407
2,1486,427,334
28,1486,298,407
2,1487,426,334
28,1487,298,406
2,1488,427,334
28,1488,298,406
2,1489,427,334
28,1489,299,407
2,1490,426,334
28,1490,299,406
2,1491,427,334
28,1491,298,407
2,1492,427,334
28,1492,298,407
2,1493,427,334
28,1493,298,407
2,1494,427,333
28,1494,298,407
2,1495,427,333
28,1495,298,407
2,1496,427,333
28,1496,298,407
2,1497,428,333
28,1497,298,407
2,1498,428,334
28,1498,298,407
2,1499,428,334
28,1499,298,407
2,1500,428,334
28,1500,299,407
2,1501,428,334
28,1501,299,407
2,1502,427,334
28,1502,299,407
2,1503,427,334
28,1503,299,407
2,1504,427,334
28,1504,299,407
2,1505,427,334
28,1505,299,407
2,1506,427,334
28,1506,299,407
2,1507,427,334
28,1507,299,407
2,1508,428,334
28,1508,299,407
2,1509,428,333
28,1509,299,407
2,1510,428,334
28,1510,299,407
2,1511,428,334
28,1511,299,408
2,1512,427,334
28,1512,299,408
2,1513,428,334
28,1513,299,408
2,1514,428,334
28,1514,299,408
2,1515,427,334
28,1515,299,408
2,1516,427,334
28,1516,298,408
2,1517,427,334
28,1517,298,408
2,1518,427,334
28,1518,298,408
2,1519,427,334
28,1519,298,408
2,1520,427,334
28,1520,298,408
2,1521,427,334
28,1521,298,408
2,1522,427,334
28,1522,298,408
2,1523,427,334
28,1523,298,408
2,1524,427,335
28,1524,298,408
2,1525,427,335
28,1525,298,408
2,1526,427,335
28,1526,298,408
2,1527,428,335
28,1527,298,408
2,1528,427,335
28,1528,298,408
2,1529,428,332
28,1529,297,408
2,1530,428,333
28,1530,297,408
2,1531,428,333
28,1531,297,408
2,1532,427,334
28,1532,297,408
2,1533,427,334
28,1533,297,408
2,1534,427,334
28,1534,297,408
2,1535,428,334
28,1535,297,408
2,1536,428,333
28,1536,297,408
2,1537,428,333
28,1537,297,408
2,1538,427,333
28,1538,297,408
2,1539,427,334
28,1539,297,408
2,1540,427,335
28,1540,297,408
2,1541,427,335
28,1541,297,408
2,1542,427,335
28,1542,297,408
2,1543,427,335
28,1543,298,407
2,1544,427,335
28,1544,298,406
2,1545,427,334
28,1545,298,406
2,1546,427,334
28,1546,298,406
2,1547,427,334
28,1547,299,406
2,1548,428,333
28,1548,299,406
2,1549,428,333
28,1549,299,407
2,1550,428,334
28,1550,299,407
2,1551,428,334
28,1551,299,407
2,1552,427,332
28,1552,299,407
2,1553,426,333
28,1553,299,407
2,1554,427,334
28,1554,299,407
2,1555,427,334
28,1555,300,407
2,1556,427,335
28,1556,300,407
2,1557,427,334
28,1557,299,407
2,1558,427,334
28,1558,299,407
2,1559,427,335
28,1559,299,408
2,1560,427,335
28,1560,299,408
2,1561,427,335
28,1561,299,408
2,1562,426,335
28,1562,298,408
2,1563,427,335
28,1563,299,407
2,1564,428,334
28,1564,299,407
2,1565,428,334
28,1565,299,407
2,1566,428,334
28,1566,299,407
2,1567,427,333
28,1567,299,407
2,1568,427,334
28,1568,299,407
2,1569,428,334
28,1569,299,407
2,1570,428,334
28,1570,299,407
2,1571,428,334
28,1571,299,407
2,1572,428,334
28,1572,299,407
2,1573,428,334
28,1573,299,408
2,1574,428,334
28,1574,299,408
2,1575,428,334
28,1575,299,408
2,1576,428,334
28,1576,299,407
2,1577,427,334
28,1577,299,407
2,1578,428,334
28,1578,299,407
2,1579,428,334
28,1579,299,407
2,1580,427,334
28,1580,298,407
2,1581,428,334
28,1581,298,407
2,1582,429,334
28,1582,298,408
2,1583,429,334
28,1583,298,408
2,1584,429,334
28,1584,299,407
2,1585,429,334
28,1585,299,407
2,1586,429,334
28,1586,299,407
2,1587,429,334
28,1587,299,407
2,1588,429,334
28,1588,299,407
2,1589,430,333
28,1589,299,407
2,1590,430,333
28,1590,299,407
2,1591,428,334
28,1591,299,407
2,1592,429,334
28,1592,300,407
2,1593,429,334
28,1593,298,407
2,1594,429,334
28,1594,298,408
2,1595,428,335
28,1595,298,408
2,1596,429,334
28,1596,298,408
2,1597,429,334
28,1597,298,408
2,1598,429,334
28,1598,298,408
2,1599,428,334
28,1599,298,408
2,1600,428,334
28,1600,298,408
2,1601,428,334
28,1601,298,408
2,1602,429,335
28,1602,298,408
2,1603,428,335
28,1603,298,408
2,1604,429,335
28,1604,298,409
2,1605,429,335
28,1605,298,409
2,1606,428,335
28,1606,298,409
2,1607,428,335
28,1607,298,409
2,1608,427,335
28,1608,298,409
2,1609,427,335
28,1609,298,409
2,1610,427,335
28,1610,297,409
2,1611,428,334
28,1611,297,409
2,1612,428,334
28,1612,297,409
2,1613,427,334
28,1613,299,408
2,1614,427,334
28,1614,299,407
2,1615,428,334
28,1615,299,407
2,1616,428,333
28,1616,300,407
2,1617,429,333
28,1617,300,407
2,1618,429,333
28,1618,300,407
2,1619,429,333
28,1619,300,407
2,1620,429,334
28,1620,300,407
2,1621,428,335
28,1621,300,407
2,1622,427,335
28,1622,300,407
2,1623,428,335
28,1623,300,407
2,1624,428,335
28,1624,298,407
2,1625,428,335
28,1625,298,407
2,1626,428,335
28,1626,298,407
2,1627,428,334
28,1627,298,407
2,1628,427,335
28,1628,298,407
2,1629,427,335
28,1629,298,407
2,1630,428,335
28,1630,298,407
2,1631,427,335
28,1631,298,407
2,1632,428,335
28,1632,298,407
2,1633,428,335
28,1633,298,407
2,1634,428,335
28,1634,297,407
2,1635,428,336
28,1635,297,407
2,1636,428,336
28,1636,297,407
2,1637,428,335
28,1637,297,407
2,1638,428,332
28,1638,297,407
2,1639,428,333
28,1639,298,407
2,1640,430,332
28,1640,298,408
2,1641,430,330
28,1641,298,408
2,1642,429,330
28,1642,298,408
2,1643,430,329
28,1643,298,408
2,1644,431,325
28,1644,298,408
2,1645,431,319
28,1645,298,408
2,1646,430,317
28,1646,298,408
2,1647,429,314
28,1647,298,408
2,1648,429,310
28,1648,298,408
2,1649,429,309
28,1649,298,408
2,1650,431,307
28,1650,298,408
2,1651,432,305
28,1651,298,408
2,1652,437,305
28,1652,298,408
2,1653,437,301
28,1653,298,408
2,1654,437,300
28,1654,298,408
2,1655,430,299
28,1655,298,408
2,1656,431,298
28,1656,298,408
2,1657,434,297
28,1657,298,408
2,1658,435,297
28,1658,298,408
2,1659,435,297
28,1659,298,408
2,1660,435,296
28,1660,298,408
2,1661,434,295
28,1661,298,408
2,1662,434,295
28,1662,298,408
2,1663,436,296
28,1663,298,408
2,1664,432,292
28,1664,298,408
2,1665,381,286
28,1665,298,408
2,1666,362,284
28,1666,298,409
2,1667,355,282
28,1667,298,409
31,1667,522,296
2,1668,348,280
28,1668,298,409
31,1668,518,295
2,1669,341,278
28,1669,298,409
31,1669,524,296
2,1670,334,277
31,1670,530,294
32,1670,304,250
2,1671,328,275
31,1671,532,296
32,1671,299,244
2,1672,321,273
31,1672,533,297
32,1672,296,243
34,1672,76,318
2,1673,314,271
31,1673,528,296
32,1673,279,243
34,1673,67,320
2,1674,307,270
31,1674,525,294
32,1674,264,247
34,1674,62,320
2,1675,300,268
31,1675,524,293
32,1675,260,248
34,1675,57,320
2,1676,293,266
31,1676,526,291
32,1676,257,244
34,1676,60,320
2,1677,287,264
31,1677,529,293
32,1677,261,244
34,1677,57,320
2,1678,280,262
31,1678,530,292
32,1678,284,255
34,1678,53,320
2,1679,273,261
31,1679,530,292
32,1679,292,259
34,1679,50,320
2,1680,266,259
31,1680,530,291
32,1680,337,258
34,1680,46,321
2,1681,260,257
31,1681,531,291
32,1681,360,258
34,1681,43,320
2,1682,252,255
31,1682,531,291
32,1682,360,265
34,1682,39,320
2,1683,245,253
31,1683,532,290
32,1683,361,268
34,1683,36,321
2,1684,239,252
31,1684,541,285
32,1684,337,271
34,1684,32,320
38,1684,148,236
2,1685,232,250
31,1685,539,290
32,1685,315,264
34,1685,29,320
38,1685,149,237
2,1686,225,248
31,1686,537,294
32,1686,303,256
34,1686,77,303
38,1686,149,237
2,1687,218,246
31,1687,537,298
32,1687,299,256
34,1687,79,303
38,1687,150,237
2,1688,211,244
31,1688,537,300
32,1688,297,256
34,1688,80,304
38,1688,150,238
2,1689,204,243
31,1689,539,295
32,1689,303,260
34,1689,82,361
38,1689,151,238
2,1690,197,241
31,1690,540,295
32,1690,319,262
34,1690,83,366
38,1690,152,238
2,1691,191,240
31,1691,540,295
32,1691,333,258
34,1691,84,371
38,1691,152,239
2,1692,184,238
31,1692,541,295
32,1692,343,263
34,1692,85,376
38,1692,153,239
2,1693,177,237
31,1693,542,295
32,1693,347,265
34,1693,85,381
38,1693,154,239
40,1693,105,393
2,1694,170,235
31,1694,542,295
32,1694,357,261
34,1694,86,386
38,1694,154,240
40,1694,117,395
2,1695,163,233
31,1695,543,295
32,1695,364,259
34,1695,87,391
38,1695,155,240
40,1695,122,395
2,1696,156,231
31,1696,544,295
32,1696,370,261
34,1696,87,396
38,1696,155,241
40,1696,127,395
31,1697,544,295
32,1697,371,262
34,1697,88,401
38,1697,156,241
40,1697,132,395
31,1698,545,295
32,1698,374,266
34,1698,89,407
38,1698,157,241
40,1698,136,395
31,1699,545,296
32,1699,375,274
34,1699,90,412
38,1699,158,242
40,1699,141,396
31,1700,546,296
32,1700,375,272
34,1700,91,417
38,1700,158,242
40,1700,135,396
31,1701,546,296
32,1701,375,271
34,1701,92,422
38,1701,159,242
40,1701,135,396
42,1701,378,316
31,1702,547,296
32,1702,378,272
34,1702,93,427
38,1702,159,242
40,1702,138,396
42,1702,384,324
31,1703,548,296
32,1703,375,270
34,1703,93,433
38,1703,160,243
40,1703,142,396
42,1703,379,322
31,1704,548,296
32,1704,375,269
34,1704,94,438
38,1704,161,243
40,1704,145,396
42,1704,377,322
31,1705,549,296
32,1705,373,271
34,1705,95,443
38,1705,161,243
40,1705,147,396
42,1705,377,322
31,1706,549,296
32,1706,370,282
34,1706,96,448
38,1706,162,244
40,1706,150,396
42,1706,369,325
31,1707,550,296
32,1707,368,283
34,1707,97,453
38,1707,163,244
40,1707,154,397
42,1707,367,326
31,1708,551,296
32,1708,368,283
34,1708,98,458
38,1708,163,244
40,1708,157,397
42,1708,366,327
31,1709,551,297
32,1709,367,280
34,1709,99,463
38,1709,164,245
40,1709,160,397
42,1709,365,328
31,1710,552,297
32,1710,366,279
34,1710,100,469
38,1710,164,245
40,1710,163,397
42,1710,363,329
31,1711,553,297
32,1711,365,276
34,1711,100,474
38,1711,165,245
40,1711,166,397
42,1711,362,330
31,1712,553,297
32,1712,363,280
34,1712,101,479
38,1712,166,246
40,1712,130,400
42,1712,360,331
31,1713,554,297
32,1713,363,281
34,1713,102,484
38,1713,167,246
40,1713,130,401
42,1713,336,325
31,1714,555,297
32,1714,363,281
34,1714,102,489
38,1714,167,246
40,1714,131,401
42,1714,335,325
31,1715,555,297
32,1715,363,275
34,1715,103,494
40,1715,131,402
42,1715,331,325
31,1716,556,297
32,1716,363,275
34,1716,104,499
40,1716,125,403
42,1716,328,325
31,1717,556,297
32,1717,359,275
34,1717,105,504
40,1717,125,403
42,1717,356,331
31,1718,557,297
32,1718,358,275
34,1718,106,509
40,1718,124,404
42,1718,360,332
31,1719,557,298
32,1719,359,280
34,1719,107,514
40,1719,124,404
42,1719,367,331
32,1720,357,277
40,1720,124,405
42,1720,368,331
32,1721,354,279
40,1721,123,405
42,1721,369,332
32,1722,354,280
40,1722,123,406
42,1722,370,332
32,1723,351,283
40,1723,123,406
42,1723,360,329
32,1724,350,284
40,1724,122,407
42,1724,359,329
32,1725,344,284
40,1725,100,413
42,1725,344,330
32,1726,338,290
40,1726,98,414
42,1726,339,332
32,1727,336,291
40,1727,96,415
42,1727,337,333
32,1728,332,292
40,1728,95,416
42,1728,335,333
32,1729,329,290
40,1729,93,416
42,1729,322,329
32,1730,328,289
40,1730,90,417
42,1730,319,328
32,1731,326,285
40,1731,88,418
42,1731,316,328
32,1732,324,286
40,1732,87,419
42,1732,322,327
32,1733,322,286
40,1733,85,420
42,1733,323,327
32,1734,321,294
40,1734,83,421
42,1734,327,330
32,1735,312,302
40,1735,81,422
42,1735,326,330
32,1736,304,306
40,1736,78,423
42,1736,325,331
32,1737,301,308
40,1737,77,424
42,1737,324,331
32,1738,294,305
40,1738,75,425
42,1738,322,331
32,1739,292,304
40,1739,73,426
42,1739,321,331
32,1740,288,305
40,1740,71,426
42,1740,298,329
32,1741,285,306
40,1741,69,427
42,1741,295,335
32,1742,282,307
40,1742,67,428
42,1742,294,337
32,1743,278,309
40,1743,65,429
42,1743,298,342
32,1744,275,309
40,1744,63,430
42,1744,302,347
32,1745,271,311
40,1745,61,431
42,1745,318,351
32,1746,268,312
40,1746,60,432
42,1746,324,353
32,1747,264,313
40,1747,57,433
42,1747,322,349
32,1748,261,314
40,1748,55,434
42,1748,322,348
32,1749,257,315
40,1749,53,435
42,1749,327,351
32,1750,254,316
40,1750,52,436
42,1750,330,356
32,1751,250,317
40,1751,50,436
42,1751,331,358
32,1752,247,318
40,1752,48,437
42,1752,332,357
32,1753,243,320
40,1753,45,438
42,1753,332,357
32,1754,240,320
40,1754,43,439
42,1754,332,357
32,1755,237,322
40,1755,42,440
42,1755,332,357
32,1756,233,323
42,1756,335,357
32,1757,230,324
42,1757,336,356
32,1758,226,325
42,1758,337,356
32,1759,222,326
42,1759,337,356
32,1760,219,327
42,1760,335,356
32,1761,215,328
42,1761,330,358
32,1762,212,329
42,1762,328,358
32,1763,209,330
42,1763,328,358
32,1764,205,331
42,1764,327,358
32,1765,202,333
42,1765,330,357
32,1766,198,333
42,1766,331,357
32,1767,194,335
42,1767,329,358
32,1768,191,336
42,1768,331,359
32,1769,187,337
42,1769,328,358
42,1770,327,358
42,1771,327,358
42,1772,328,359
42,1773,326,362
42,1774,329,363
42,1775,330,364
42,1776,328,364
42,1777,330,366
42,1778,331,366
42,1779,339,366
42,1780,333,368
42,1781,331,368
42,1782,324,373
42,1783,322,374
42,1784,320,377
42,1785,320,373
42,1786,320,371
42,1787,328,378
42,1788,340,381
42,1789,359,382
42,1790,365,383
42,1791,368,382
42,1792,369,382
42,1793,370,380
42,1794,371,380
42,1795,367,382
42,1796,353,386
42,1797,342,387
42,1798,337,387
42,1799,329,387
42,1800,326,387
42,1801,321,387
42,1802,319,387
42,1803,310,387
42,1804,307,381
42,1805,294,381
49,1805,532,306
42,1806,290,382
49,1806,531,306
42,1807,289,385
49,1807,528,306
42,1808,289,386
49,1808,527,306
42,1809,283,387
49,1809,524,305
42,1810,282,387
49,1810,523,305
42,1811,279,383
49,1811,520,304
50,1811,103,447
42,1812,278,381
49,1812,519,304
50,1812,102,448
42,1813,276,384
49,1813,514,304
50,1813,102,447
42,1814,276,385
49,1814,512,304
50,1814,101,447
42,1815,256,387
49,1815,508,302
50,1815,101,447
42,1816,248,388
49,1816,507,302
50,1816,100,448
42,1817,245,388
49,1817,506,303
50,1817,100,448
42,1818,243,388
49,1818,506,304
50,1818,100,448
42,1819,237,387
49,1819,506,305
50,1819,99,448
42,1820,228,387
49,1820,508,305
50,1820,99,448
42,1821,225,387
49,1821,508,306
50,1821,98,448
42,1822,224,387
49,1822,509,306
50,1822,98,448
42,1823,228,378
49,1823,510,306
50,1823,97,449
42,1824,230,375
49,1824,511,307
50,1824,97,449
42,1825,222,373
49,1825,518,305
50,1825,97,449
42,1826,220,372
49,1826,522,306
50,1826,96,449
42,1827,213,372
49,1827,524,305
50,1827,95,449
42,1828,209,371
49,1828,525,305
50,1828,95,449
42,1829,205,370
49,1829,525,305
50,1829,95,450
42,1830,202,369
49,1830,526,305
50,1830,94,450
42,1831,198,368
49,1831,526,305
50,1831,94,450
42,1832,193,374
49,1832,525,305
50,1832,93,450
42,1833,190,374
49,1833,523,305
50,1833,93,450
42,1834,184,374
49,1834,521,306
50,1834,92,450
42,1835,181,374
49,1835,521,306
50,1835,92,450
42,1836,181,376
49,1836,519,305
50,1836,92,451
42,1837,178,376
49,1837,518,306
50,1837,91,451
42,1838,180,378
49,1838,518,306
50,1838,91,451
42,1839,181,378
49,1839,517,306
50,1839,90,451
42,1840,183,378
49,1840,517,306
50,1840,90,451
42,1841,184,378
49,1841,518,306
50,1841,89,451
42,1842,187,377
49,1842,519,306
50,1842,89,451
42,1843,188,376
49,1843,519,306
42,1844,195,379
49,1844,521,306
42,1845,201,378
49,1845,523,306
42,1846,206,377
49,1846,525,306
42,1847,208,376
49,1847,526,306
42,1848,217,376
49,1848,529,305
42,1849,223,376
49,1849,532,305
42,1850,225,377
49,1850,533,305
42,1851,226,377
49,1851,533,305
42,1852,237,377
49,1852,534,306
42,1853,247,383
49,1853,535,306
42,1854,251,386
49,1854,536,306
42,1855,258,379
49,1855,537,306
42,1856,263,379
49,1856,538,306
42,1857,266,377
49,1857,539,306
42,1858,267,377
49,1858,540,306
42,1859,267,379
49,1859,541,306
42,1860,267,380
49,1860,542,306
42,1861,267,380
49,1861,543,306
42,1862,268,380
49,1862,544,306
42,1863,269,377
49,1863,545,306
42,1864,269,376
49,1864,546,306
42,1865,269,377
49,1865,547,306
42,1866,267,377
49,1866,548,306
42,1867,267,378
49,1867,549,306
42,1868,267,378
49,1868,550,306
42,1869,267,378
49,1869,551,306
42,1870,267,378
49,1870,552,306
42,1871,267,379
49,1871,553,306
42,1872,266,379
49,1872,554,306
42,1873,267,379
49,1873,555,306
42,1874,267,379
49,1874,556,306
42,1875,268,379
49,1875,557,306
42,1876,268,379
49,1876,558,306
42,1877,268,379
49,1877,559,306
42,1878,268,379
49,1878,560,306
42,1879,267,379
49,1879,561,306
42,1880,266,379
49,1880,562,306
42,1881,266,381
49,1881,563,306
42,1882,266,381
42,1883,266,381
42,1884,266,380
42,1885,266,380
42,1886,266,381
42,1887,266,382
42,1888,266,381
42,1889,265,383
42,1890,265,383
42,1891,265,385
42,1892,266,385
42,1893,265,386
42,1894,265,387
42,1895,266,389
42,1896,267,389
42,1897,265,388
42,1898,264,387
42,1899,262,390
42,1900,263,388
42,1901,264,388
42,1902,264,388
42,1903,267,386
42,1904,267,385
42,1905,268,385
42,1906,268,385
42,1907,268,385
42,1908,269,385
42,1909,269,385
42,1910,269,385
42,1911,270,385
42,1912,270,385
42,1913,270,385
42,1914,270,384
42,1915,271,384
42,1916,271,384
42,1917,271,384
42,1918,272,384
42,1919,272,384
42,1920,272,384
42,1921,272,384
42,1922,272,384
42,1923,273,384
42,1924,273,384
42,1925,274,383
42,1926,274,383
42,1927,274,383
42,1928,275,383
42,1929,275,383
42,1930,275,383
42,1931,275,383
42,1932,276,383
42,1933,276,383
42,1934,276,383
52,1959,262,375
52,1960,261,372
52,1961,260,367
52,1962,259,366
52,1963,260,364
52,1964,260,362
52,1965,254,361
52,1966,253,360
52,1967,253,355
53,1967,532,306
52,1968,252,354
53,1968,532,305
52,1969,255,353
53,1969,530,306
52,1970,256,353
53,1970,529,306
52,1971,252,346
53,1971,526,306
52,1972,251,344
53,1972,524,306
52,1973,251,329
53,1973,522,305
52,1974,251,324
53,1974,521,304
52,1975,260,337
53,1975,520,305
52,1976,258,345
53,1976,520,305
52,1977,257,349
53,1977,520,306
58,1977,57,329
52,1978,258,349
53,1978,521,306
58,1978,57,330
52,1979,255,330
53,1979,520,306
58,1979,57,330
52,1980,253,343
53,1980,520,306
58,1980,57,330
52,1981,252,347
53,1981,520,306
58,1981,57,330
52,1982,250,349
53,1982,520,306
58,1982,57,329
52,1983,250,350
53,1983,519,307
58,1983,57,330
52,1984,250,346
53,1984,520,305
58,1984,57,330
52,1985,250,344
53,1985,520,305
58,1985,58,329
52,1986,252,345
53,1986,520,307
58,1986,58,330
52,1987,251,325
53,1987,520,307
58,1987,56,328
52,1988,249,320
53,1988,520,306
58,1988,56,329
52,1989,248,319
53,1989,520,306
58,1989,56,329
52,1990,252,339
53,1990,520,307
58,1990,56,329
62,1990,332,301
52,1991,252,345
53,1991,519,307
58,1991,56,329
62,1991,333,301
52,1992,250,327
53,1992,519,306
58,1992,56,329
62,1992,330,298
52,1993,249,318
53,1993,518,305
58,1993,56,329
62,1993,330,297
52,1994,246,317
53,1994,520,306
58,1994,52,331
62,1994,330,299
52,1995,248,319
53,1995,519,306
58,1995,52,331
62,1995,332,295
52,1996,249,320
53,1996,519,306
58,1996,52,331
62,1996,332,294
52,1997,255,326
53,1997,521,306
58,1997,52,331
62,1997,332,293
52,1998,256,324
53,1998,523,303
58,1998,52,331
62,1998,333,287
52,1999,254,339
53,1999,523,306
58,1999,54,332
62,1999,333,285
52,2000,254,344
53,2000,524,307
58,2000,54,332
62,2000,333,284
52,2001,256,336
53,2001,524,308
58,2001,53,332
62,2001,333,283
52,2002,258,350
53,2002,529,306
58,2002,54,335
62,2002,334,281
52,2003,258,357
53,2003,530,306
58,2003,56,336
62,2003,334,280
52,2004,258,359
53,2004,530,306
58,2004,58,337
62,2004,335,278
52,2005,252,361
53,2005,531,306
58,2005,58,338
62,2005,334,277
52,2006,250,362
53,2006,532,306
58,2006,58,338
62,2006,335,275
52,2007,255,357
53,2007,533,306
58,2007,58,339
62,2007,329,299
52,2008,279,352
53,2008,534,306
58,2008,59,339
62,2008,329,300
52,2009,256,289
53,2009,534,307
58,2009,59,339
62,2009,329,300
52,2010,248,267
53,2010,533,307
58,2010,60,340
62,2010,329,301
52,2011,300,271
53,2011,529,305
58,2011,60,341
62,2011,328,301
52,2012,323,273
53,2012,528,305
58,2012,60,341
62,2012,328,302
52,2013,327,268
53,2013,527,305
58,2013,61,342
62,2013,328,302
52,2014,331,262
53,2014,527,304
58,2014,61,342
62,2014,328,303
52,2015,334,256
53,2015,527,304
58,2015,61,343
62,2015,328,303
52,2016,338,251
53,2016,527,304
58,2016,62,343
62,2016,327,304
63,2016,448,282
52,2017,341,245
53,2017,527,303
58,2017,62,344
62,2017,327,304
63,2017,447,293
52,2018,345,241
53,2018,527,303
58,2018,63,345
62,2018,327,305
63,2018,449,297
52,2019,349,235
53,2019,527,303
58,2019,63,345
62,2019,327,305
63,2019,450,298
52,2020,352,230
53,2020,527,303
58,2020,63,346
62,2020,327,306
63,2020,452,299
52,2021,356,224
53,2021,527,303
58,2021,63,346
62,2021,326,306
63,2021,449,297
52,2022,359,218
53,2022,526,303
58,2022,64,347
62,2022,326,307
63,2022,445,297
52,2023,363,213
53,2023,526,302
58,2023,64,347
62,2023,326,307
63,2023,443,296
65,2023,78,442
52,2024,366,208
53,2024,526,302
58,2024,65,348
62,2024,326,307
63,2024,444,297
65,2024,78,442
52,2025,370,202
53,2025,526,302
58,2025,65,349
62,2025,326,308
63,2025,442,297
65,2025,78,442
52,2026,374,197
53,2026,526,302
58,2026,65,349
62,2026,325,308
63,2026,441,297
65,2026,78,442
52,2027,378,191
53,2027,526,302
58,2027,66,350
62,2027,325,309
63,2027,438,297
65,2027,78,442
52,2028,381,185
53,2028,526,302
58,2028,66,350
62,2028,325,309
63,2028,441,298
65,2028,78,442
52,2029,384,180
53,2029,526,302
